Frecuencia,Palabra,Significado
4580,東北,"n. Northeast, Tohoku region"
4581,亡くす,v. lose
4582,サラダ,n. salad
4583,注意点,n. important point
4584,DNA(DNA),"n. DNA, deoxyribonucleic acid"
4585,米軍,n. US armed forces
4586,デメリット,n. disadvantage
4587,国道,n. national highway
4588,浸透（する）,"[1] n. soaking, penetration [2] v. soak, penetrate"
4589,合図（する）,"[1] n. signal, sign [2] v. signal, sign"
4590,フェリー,n. ferry
4591,貿易,"n. trade, commerce"
4592,照明,n. lighting
4593,招待（する）,[1] n. invitation [2] v. invite
4594,年々,adv. year after year
4595,十一年,n. eleven years
4596,武士,"n. warrior, samurai"
4597,そりゃ,pron. that is
4598,対抗（する）,"[1] n. competition, rivalry [2] v. oppose, rival"
4599,者達,n. people
4600,警察官,n. police officer
4601,丸める,"v. curl, wad"
4602,最新,"n. newest, latest"
4603,他者,"n. another person, others"
4604,挿入（する）,[1] n. insertion [2] v. insert
4605,賢い,"i-adj. wise, clever"
4606,腐る,"v. rot, decay, go off"
4607,こだわり,"n. concern, obsession"
4608,悲惨,na-adj. miserable
4609,キリスト,n. Christ
4610,辛さ,n. pain
4611,二三日,n. two or three days
4612,講演,"n. lecture, talk"
4613,誤る,"v. make a mistake, be wrong"
4614,人権,n. human rights
4615,両側,n. both sides
4616,餅,n. rice cake
4617,鎌倉,n. Kamakura
4618,運動会,n. sports meeting
4619,州【しゅう】,n. state
4620,分離（する）,"[1] n. separation, detachment [2] v. separate, detach"
4621,日常的,na-adj. routine
4622,掲示板,"n. bulletin board, noticeboard"
4623,住宅地,n. residential area
4624,亀,"n. turtle, tortoise"
4625,四十代,n. forties
4626,メロディー,n. melody
4627,民衆,"n. people, public"
4628,吉祥寺,n. Kichijoji (place name)
4629,貫く,"v. persist, stick to; pierce"
4630,新潟,n. Niigata
4631,箇所,"n. place, point, part"
4632,正解（する）,[1] n. correct answer [2] v. answer correctly
4633,悟る,v. realize
4634,擦る,"v. rub, strike; lose"
4635,体育館,n. gym
4636,再会（する）,[1] n. reunion [2] v. meet again
4637,儀式,"n. ceremony, ritual"
4638,いやあ,"interj. Well, sorry"
4639,店舗,"n. store, shop"
4640,捕らわれる,"v. be arrested, be captured, stick to"
4641,日本一,n. most ... in Japan
4642,トンネル,n. tunnel
4643,一歳,n. one year old
4644,暑さ,n. heat
4645,ビタミン,n. vitamin
4646,おめでとう,interj. congratulations
4647,用途,n. use
4648,進学（する）,[1] n. going on to the next level of education [2] v. go on to the next level of education
4649,タイヤ,n. tire
4650,朝鮮,n. Korea
4651,三味線,n. shamisen
4652,保険会社,n. insurance company
4653,写す,"v. copy, trace"
4654,チョコレート,n. chocolate
4655,走り回る,v. run around
4656,有力,"na-adj. powerful, strong, important"
4657,仕掛け,"n. device, system"
4658,ポスター,n. poster
4659,杉,n. Japanese cedar
4660,可愛らしい,i-adj. lovely
4661,彫刻,"n. sculpture, carving"
4662,眠り,n. sleep
4663,見込み,"n. hope, chance, expectation"
4664,爽やか,"na-adj. fresh, refreshing"
4665,就任（する）,[1] n. assumption [2] v. assume
4666,先端,"n. tip, point, forefront"
4667,装置（する）,"[1] n. device, equipment [2] v. be equipped with"
4668,伝説,"n. legend, tradition"
4669,今頃,n. this time
4670,学部,"n. faculty, department"
4671,水泳,n. swimming
4672,羽目,"n. plight, predicament"
4673,上京（する）,[1] n. coming/going to Tokyo [2] v. come/go to Tokyo
4674,ビザ,n. visa
4675,将軍,"n. general, shogun"
4676,青少年,"n. young people, juvenile"
4677,肘,n. elbow
4678,延々,"adv. on and on, dragging on"
4679,食器,n. dish
4680,引き付ける,v. attract
4681,深さ,n. depth
4682,〜さん,"suffix Mr., Mrs., Miss., Ms."
4683,パスポート,n. passport
4684,ぼろぼろ,"[1] na-adj. ragged, worn out [2] adv. in drops"
4685,いつ頃,n. around what time
4686,二重,n. double
4687,埼玉,n. Saitama
4688,いたずら（する）,"[1] n. mischief, trick, joke [2] v. be mischievous, play a trick"
4689,受け付ける,v. accept
4690,こねる,"v. knead, squeeze, work"
4691,這う,"v. creep, crawl"
4692,ふらふら（する）,"[1] adv. aimlessly, unsteadily [2] na-adj. unsteady on one’s feet [3] v. stagger, be dizzy"
4693,捧げる,"v. offer, dedicate, sacrifice"
4694,居酒屋,"n. (Japanese style) bar, tavern"
4695,見下ろす,"v. look down, overlook"
4696,一貫,n. consistent
4697,文献,n. literature
4698,やがる,aux. VERB SUFFIX (vulgarism)
4699,ワープロ,n. word processor
4700,象【ぞう】,n. elephant
4701,共感（する）,[1] n. sympathy [2] v. sympathize
4702,ズボン,"n. pants, trousers"
4703,迅速,"na-adj. quick, swift"
4704,豆腐,"n. tofu, bean curd"
4705,司会（する）,"[1] n. host, emcee [2] v. host, emcee, take the chair"
4706,幸運,"[1] n. (good) luck, fortune [2] na-adj. lucky, fortunate"
4707,緩和（する）,"[1] n. relaxation, relief [2] v. relieve"
4708,鉄板,"n. hot plate, iron plate"
4709,明ける,"v. begin, dawn, break"
4710,反論（する）,"[1] n. argument, objection [2] v. argue, object"
4711,引っ繰り返す,"v. overturn, upset, turn over"
4712,儲かる,"v. profit, gain"
4713,久々,"n., adv. for the first time in a long time"
4714,効力,n. effect
4715,枯れる,"v. wither, die"
4716,絆,"n. tie, bond"
4717,相性,n. compatibility
4718,三分,n. three minutes
4719,砂浜,"n. beach, sand"
4720,責める,"v. accuse, blame"
4721,参加費,n. participation fee
4722,井戸,n. well
4723,五十代,n. fifties
4724,債務,"n. debt, obligation"
4725,寄与（する）,[1] n. contribution [2] v. contribute
4726,社宅,n. company housing
4727,下記,"n. the following, mentioned below"
4728,委員長,n. chairperson
4729,槍,n. spear
4730,くわえる,"v. take, hold"
4731,店員,"n. clerk, sales assistant"
4732,秩序,"n. order, system"
4733,散々,"adv. severely, repeatedly"
4734,刺し身,n. sashimi
4735,おかず,"n. food, side dish"
4736,豚肉,n. pork
4737,兵,"n. soldier, troops"
4738,部長,"n. head of department, manager"
4739,サミット,n. summit
4740,三十歳,n. thirty years old
4741,二倍,"n. twice, double"
4742,ベンチ,n. bench
4743,補う,"v. supplement, compensate"
4744,投入（する）,"[1] n. investment [2] v. throw, invest"
4745,争い,"n. fight, struggle, competition"
4746,センス,n. sense
4747,ハード,"na-adj. hard, tight"
4748,見逃す,"v. miss, overlook"
4749,線路,"n. track, railroad"
4750,四年間,n. four years
4751,リンク（する）,[1] n. link [2] v. link
4752,大蔵省,n. Ministry of Finance
4753,製作（する）,[1] n. production [2] v. manufacture
4754,世帯,"n. household, family"
4755,覗き込む,v. look into
4756,区分（する）,"[1] n. division, classification [2] v. separate"
4757,放棄（する）,"[1] n. abandonment, renunciation [2] v. abandon, renounce"
4758,転職（する）,[1] n. change of job [2] v. change job
4759,類い,"n. kind, sort, type"
4760,活気,"n. vigor, energy, liveliness"
4761,日差し,n. sunshine
4762,人格,"n. character, personality"
4763,避難（する）,[1] n. evacuation [2] v. evacuate
4764,ラスベガス,n. Las Vegas
4765,鐘,"n. bell, chime"
4766,若者達,n. young people
4767,集まり,"n. meeting, gathering, group"
4768,変換（する）,"[1] n. change, conversion [2] v. convert"
4769,歓迎（する）,"[1] n. reception, welcome [2] v. welcome"
4770,川崎,n. Kawasaki
4771,支出,"n. expenses, payment, expenditure, spending"
4772,軸,n. axis; shaft; stem
4773,食物,"n. food, dish"
4774,損害,"n. damage, loss"
4775,のみならず,"p. not only ... but, as well as"
4776,正義,"n. justice, right"
4777,一目,n. glance
4778,百年,"n. hundred years, century"
4779,ガイド（する）,"[1] n. guide, conductor [2] v. guide"
4780,大型,"n. big, large"
4781,頂上,"n. top, summit"
4782,睡眠,n. sleep
4783,緩やか,"na-adj. gentle, soft, mild"
4784,相互,"n. mutual, each other"
4785,二十七,n. num. twenty-seven
4786,披露（する）,"[1] n. announcement, introduction [2] v. announce, introduce"
4787,OB(OB),"n. OB (old boy), alumnus"
4788,この方,pron. this person
4789,上位,n. higher rank
4790,リード（する）,[1] n. lead [2] v. take a lead
4791,心身,n. mind and body
4792,債権者,n. creditor
4793,燃料,n. fuel
4794,ショップ,n. shop
4795,長官,n. director general
4796,強いる,v. force
4797,シート,n. seat; sheet
4798,追い込む,v. drive into
4799,プライド,n. pride
4800,題名,n. title
4801,問い合わせ【といあわせ】,n. inquiry
4802,葱,n. leek
4803,据える,"v. set, place"
4804,業績,n. achievements
4805,起動（する）,[1] n. starting [2] v. start
4806,学年,"n. grade, year"
4807,助成（する）,[1] n. subsidy [2] v. subsidize
4808,天下,n. the whole world
4809,打ち出す,"v. work out, come up with; announce"
4810,栄える,"v. prosper, flourish"
4811,科学的,na-adj. scientific
4812,千九百九十九年,n. 1999 (year)
4813,庶民,"n. common people, ordinary people, masses"
4814,千九百九十年,n. 1990 (year)
4815,乗り出す,v. venture out; embark on
4816,そんなこんな,adv. what with one thing and another; after many twists and turns
4817,覚ます,v. wake up
4818,住居,n. house
4819,沸騰（する）,[1] n. boiling [2] v. boil
4820,仕掛ける,"v. begin, start; set"
4821,一年半,n. one year and a half
4822,こっそり,"adv. secretly, on the sly"
4823,へん,aux. NEGATION (dialectal)
4824,組み立てる,v. assemble
4825,案外,adv. unexpectedly
4826,譲渡（する）,"[1] n. transfer [2] v. transfer, hand over"
4827,でもある,"aux. be ... , too"
4828,挫折（する）,[1] n. setback [2] v. fail
4829,きゅうり,n. cucumber
4830,検証（する）,[1] n. verification [2] v. verify
4831,株主,"n. stockholder, shareholder"
4832,見渡す,v. look around
4833,誓う,"v. vow, swear"
4834,マッサージ（する）,[1] n. massage [2] v. massage
4835,二度目,n. second time
4836,年上,"n. older, senior"
4837,力強い,"i-adj. strong, powerful"
4838,ピーク,n. peak
4839,みじん切り,"n. minced, cut into fine pieces, chopped"
4840,強める,"v. strengthen, increase"
4841,禁煙（する）,[1] n. no-smoking [2] v. stop smoking
4842,厚さ,n. thickness
4843,十代,"n. teen years, teens"
4844,タレント,"n. celebrity, entertainer"
4845,ふさぐ,v. cover; stop; block
4846,ごと,suffix every
4847,牛肉,n. beef
4848,枠組み,"n. frame, framework"
4849,かゆい,i-adj. itchy
4850,七十,num. seventy
4851,多様化（する）,[1] n. diversification [2] v. diversify
4852,着せる,"v. put on, dress"
4853,インストール（する）,[1] n. installation [2] v. install
4854,二年目,n. second year
4855,機構,"n. mechanism, structure, system"
4856,着実,na-adj. steady
4857,世田谷,n. Setagaya (place name)
4858,里,"n. village, countryside, one’s parents’ home"
4859,決まり,"n. regulation; arrangement, settlement"
4860,独身,"n. single, unmarried"
4861,十八歳,n. eighteen years old
4862,高齢化（する）,n. aging; increase in age
4863,鮮明,"na-adj. clear, vivid"
4864,エアコン,"n. air-conditioning, air conditioner"
4865,期限,n. period; deadline; term
4866,物件,"n. article, object; property"
4867,前条,n. preceding article
4868,中間,"n. middle, halfway"
4869,カラー,n. color
4870,スポーツクラブ,"n. sports club, gym"
4871,群馬県,n. Gunma Prefecture
4872,フルーツ,n. fruit
4873,グラフ,n. graph
4874,画家,"n. artist, painter"
4875,組み込む,v. build in; insert; integrate
4876,マイク,n. microphone
4877,着替える,v. change clothes; get dressed
4878,計画的,"na-adj. planned, deliberate, premeditated"
4879,典型的,na-adj. typical
4880,調節（する）,[1] n. adjustment [2] v. adjust
4881,回避（する）,[1] n. avoidance [2] v. avoid
4882,打ち明ける,v. speak one’s mind; confess
4883,書物,n. book
4884,隙,"n. space, room, gap"
4885,範囲内,"n. in range, within the limits"
4886,遊園地,n. amusement park
4887,六つ,num. six
4888,二十歳,n. twenty years old
4889,偏見,"n. prejudice, bias"
4890,理屈,"n. reason, logic, theory"
4891,契機,"n. momentum; opportunity, chance"
4892,一軒,n. one building
4893,紛争,"n. dispute, trouble, strife"
4894,魔法,n. magic
4895,影響力,"n. influence, impact"
4896,触れ合い,"n. touching, contact"
4897,極力,adv. as much as possible
4898,私立,n. private
4899,明記（する）,[1] n. writing clearly [2] v. write clearly
4900,塩分,n. salt
4901,同一,"na-adj. same, identical"
4902,顔色,n. complexion
4903,何せ,"adv. anyhow, after all, in any case"
4904,資する,v. contribute
4905,埃,n. dust
4906,既存,n. existing
4907,網,n. net
4908,つ,p. [indicating contrasts or coordinations]
4909,刑事,n. police detective
4910,ボーリング,n. bowling
4911,感触,"n. feel, touch"
4912,明く,v. open
4913,人柄,n. personality
4914,各々,n. each
4915,職務,n. duty
4916,URL(URL),"n. URL, Uniform Resource Locator"
4917,出し,n. soup stock
4918,六十年,n. sixty years
4919,薄れる,v. become dim
4920,執行（する）,"[1] n. execution, enforcement [2] v. carry out, enforce"
4921,分量,"n. quantity, amount"
4922,大概,n. generally
4923,熱する,v. heat
4924,味わい,"n. profound, thought-provoking"
4925,中途半端,"na-adj. unfinished, half-done"
4926,はたち,n. twenty years old
4927,一周,n. one round
4928,異様,na-adj. strange
4929,髭,n. mustache
4930,支度（する）,[1] n. preparations [2] v. prepare
4931,留める,"v. hold, keep"
4932,立ち上げる,"v. boot up, start"
4933,受賞（する）,"[1] n. winning a prize [2] v. win (receive) a prize, be awarded a prize"
4934,国鉄,n. national railway
4935,乏しい,"i-adj. few, little"
4936,祝う,v. celebrate
4937,倍,n. times
4938,ただただ,"adv. all (someone) can do is, simply, nothing but"
4939,業種,"n. category of business, type of industry"
4940,汽車,n. train
4941,うどん,"n. udon, thick white noodles"
4942,五歳,n. five years old
4943,適度,na-adj. moderate
4944,日中,n. during the day
4945,作曲（する）,[1] n. musical composition [2] v. compose
4946,大嫌い,na-adj. hate
4947,居間,n. living room
4948,心境,n. state of mind
4949,住宅街,n. housing; residential area
4950,無言,"n. silence, in silence, without speaking"
4951,調味料,"n. seasoning, spice"
4952,一回目,n. first time
4953,何時間,n. how many hours
4954,みそ,n. miso; key point
4955,花粉,n. pollen
4956,抗議（する）,"[1] n. protest, objection [2] v. object"
4957,あきれる,"v. be amazed, be disgusted"
4958,数日,n. few days
4959,信念,"n. belief, faith"
4960,イスラエル,n. Israel
4961,遅く,n. late
4962,追い詰める,"v. run down, corner"
4963,プラスチック,n. plastic
4964,しつこい,i-adj. persistent; over-rich (food)
4965,塔,n. tower
4966,家【うち】,"n. house, home"
4967,六年生,"n. sixth grade, sixth year"
4968,手話,n. sign language
4969,痛める,v. hurt
4970,研究開発,n. research and development
4971,切り取る,"v. cut off, tear off"
4972,民法,n. civil law
4973,返済（する）,[1] n. repayment [2] v. repay
4974,例える,v. compare
4975,なじみ,n. familiarity
4976,二十九,n. twenty-nine
4977,地形,"n. topography, landform"
4978,本能,n. instinct
4979,解除（する）,"[1] n. cancellation [2] v. cancel, lift"
4980,放出（する）,[1] n. emission [2] v. emit
4981,にらむ,v. stare
4982,悪魔,"n. devil, demon"
4983,ハム,n. ham
4984,診察（する）,"[1] n. medical examination, consultation [2] v. examine"
4985,二日目,n. second day
4986,柿,n. persimmon
4987,給付（する）,[1] n. provision [2] v. provide
4988,署名（する）,[1] n. signature [2] v. sign
4989,詩人,n. poet
4990,しみじみ,"adv. keenly, heartily, from one’s heart"
4991,示唆（する）,[1] n. suggestion [2] v. suggest
4992,三千円,n. three thousand yen
4993,来週,n. next week
4994,気楽,"na-adj. comfortable, easy, easygoing"
4995,略,"n. omission, abbreviation"
